,0
169,0.6878758126336897
170,0.6133578005064203
171,0.7771937327304658
172,0.20247842522650794
173,0.8053833652580511
174,0.5583884178558856
175,0.7895687839696888
176,0.7509915804554059
177,0.8264131000086963
178,0.8399976873547833
179,0.9359699010437011
180,0.4082095371294423
181,0.10012965947650165
182,0.544717961114985
183,0.6587760924030434
184,0.9488649565317828
185,0.566281080166067
186,0.013108323123488419
187,0.5634052034548387
188,0.7414507565942171
189,0.8149231040525252
190,0.593537044186022
191,0.6262785612775976
192,0.06587007311870219
193,0.8786537114258324
194,0.8351180811746619
195,0.9611665870296165
196,0.9450848239093252
197,0.44636463056202236
198,0.6494209222181431
199,0.3191884401042606
200,0.34813026760585486
201,0.4659046681309069
202,0.9940854607330146
203,0.970567419749379
204,0.2588406775991938
205,0.18330764688888435
206,0.35711357169451186
207,0.1375731189848316
208,0.8238924372689259
209,0.6716173018019553
210,0.8409429850449813
211,0.31664568836138796
212,0.36256997104697164
213,0.6022072771117535
214,0.9746930222722949
215,0.6459940287042688
216,0.7468101402842171
217,0.2315928173569387
218,0.079168713157452
219,0.8666443333329878
220,0.46547494436933146
221,0.763135785949315
222,0.029292919086684965
223,0.45373076257913925
224,0.1897084297234406
225,0.9583318148976886
226,0.8241778026853452
227,0.25839348142378815
228,0.3772030373527696
229,0.10551586538289182
230,0.08657207144649914
231,0.5249791779818601
232,0.616973461149615
233,0.4370488555909875
234,0.49482452184548364
235,0.4817618994505589
236,0.3520602066306667
237,0.29316612547266685
238,0.990091044602109
239,0.4602671669712164
240,0.750097983376368
241,0.6123247273458522
242,0.4103520826693685
243,0.3150171631248122
244,0.7659310694237164
245,0.8191266478938701
246,0.6865108448510887
247,0.8548337039635158
248,0.6100384751244499
249,0.9141138958445234
250,0.06729298330968758
251,0.4399940497670959
252,0.2504723662181322
253,0.10708144656499397
254,0.8057528509665359
255,0.25534517565212034
256,0.09534448053647415
257,0.5611165423569723
258,0.19147166395589366
259,0.7922733924432269
260,0.6121499387491519
261,0.22740644195451287
262,0.43340050080073267
263,0.8015231250923343
264,0.5391827255470228
265,0.8544619679946021
266,0.1710098726878
267,0.45902977476233686
268,0.2293165753208516
269,0.012204608652051196
270,0.2831775874391922
271,0.5848419360425191
272,0.14348790725843608
273,0.5992129253911488
274,0.4017445132154025
275,0.45106527049159206
276,0.17992229653061953
277,0.7512477473461687
278,0.3145303780758044
279,0.6401651807684946
280,0.8178971457276735
281,0.6712001091958069
282,0.8101341444311335
283,0.017306663371315145
284,0.4731074955070198
285,0.7348632547524291
286,0.11757756649372064
287,0.25208533604731864
288,0.3567729663614616
289,0.5178522181288528
290,0.8837304196072421
291,0.44767603718164883
292,0.31234228612512016
293,0.24250011947288397
294,0.3506010558894932
295,0.941744131136382
296,0.8968705674984695
297,0.3087084813720422
298,0.8975592417372691
299,0.9891542402038465
300,0.20909504694497694
301,0.9659155598175606
302,0.3475223344715611
303,0.8057317865300734
304,0.4354822398656689
305,0.07436729147381038
306,0.7992642784696415
307,0.6703075695388051
308,0.10941675754261337
309,0.5023033229070935
310,0.7227706099065155
311,0.6993677390204756
312,0.9287174730692423
313,0.36153129392642225
314,0.4924588863178888
315,0.18190004190246745
316,0.15025464030583013
317,0.8242184607178722
318,0.47115521886897505
319,0.8465240527371848
320,0.3019430813533581
321,0.032100372434184954
322,0.7698497593164915
323,0.9943379246243892
324,0.5561862146808859
325,0.5765304057311815
326,0.8271749794562997
327,0.6711233463630265
328,0.22668533181469352
329,0.3742394652548334
330,0.13707904795130266
331,0.397649077110221
332,0.6918825341311201
333,0.7622689825329084
334,0.9638732923186999
335,0.41223614919467977
336,0.3392145709121066
337,0.9234195197336791
338,0.887795117123273
339,0.87825413306295
340,0.9356009048670715
341,0.7832263834800123
342,0.4790416095671769
343,0.8327590210241376
344,0.29288554049321625
345,0.6880409028216907
346,0.8724830026772961
347,0.2352122368876879
348,0.4337457932654645
349,0.8353404183536743
350,0.02192755783581224
351,0.9999191758534672
352,0.9233697562615254
353,0.2769315221735431
354,0.1658250979845135
355,0.437582164342726
356,0.9376311758912473
357,0.02469992015092315
358,0.3284647738675699
359,0.9690481627477607
360,0.32589645649202403
361,0.24286497540966978
362,0.05712550205042466
363,0.8117700374806647
364,0.6937893907024669
365,0.9193170793288361
366,0.6820212434605438
367,0.7025941904035389
368,0.9937199163861719
369,0.9132621015227897
370,0.9928957749898623
371,0.1400283438136547
372,0.04830607008713095
373,0.7124433275216145
374,0.14491721724961026
375,0.7879856425844299
376,0.09392061447581912
377,0.2736437519021774
378,0.7681923733396915
379,0.9648111104795544
380,0.44950238153848365
381,0.32117043905607967
382,0.7270368560637777
383,0.6476978656386534
384,0.46011391347095676
385,0.19972690265107318
386,0.5271118049855373
387,0.2882666198258399
388,0.40270588623659287
389,0.4887666431391956
390,0.45157420336249776
391,0.06148122994206617
392,0.6148031483991726
393,0.5246225902092353
394,0.881028706865576
395,0.6396910218778674
396,0.7420653070191906
397,0.5600435597969643
398,0.6769079746538919
399,0.41430076110650127
400,0.4187215633269301
401,0.05547077985066318
402,0.36147066969381714
403,0.26076688112626445
404,0.2426941445460361
405,0.6261436220229295
406,0.04375168719908462
407,0.4756342064767488
408,0.15993130728203198
409,0.6566670847607348
410,0.7999721733340055
411,0.15090838760059944
412,0.8218659166850288
413,0.9619947378704389
414,0.6897220196370457
415,0.17694535616288187
416,0.6011631462094135
417,0.3527365908169203
418,0.47032833065263435
419,0.8524028442120408
420,0.4441846659122396
421,0.47339584139796753
422,0.35766909737465946
423,0.3600837623583989
424,0.034873723399598044
425,0.6941927038193219
426,0.03508041278123075
427,0.8228734611400833
428,0.017568191630978447
429,0.03764038932372138
430,0.4042147764513859
431,0.29312572267460346
432,0.6667819722633048
433,0.5404847307635595
434,0.19739234315322973
435,0.42492265086255254
436,0.43147468412920387
437,0.9401323637922951
438,0.065858146494162
439,0.25242502023455937
440,0.47218763023060517
441,0.10250551421967857
442,0.7423125527043539
443,0.8369410788915798
444,0.9463021166766327
445,0.5844386234307094
446,0.6827199156590102
447,0.3175384803255218
448,0.3931559377103323
449,0.7173298572168806
450,0.9440722912641694
451,0.6445807169031481
452,0.7030375152791596
453,0.9474088134836919
454,0.06253470466641053
455,0.8838291400342411
456,0.5380645535715043
457,0.5497285816600653
458,0.6896332218549059
459,0.44456984854897674
460,0.18564529512977357
461,0.3114196700774142
462,0.8428162159216531
463,0.8370412682349321
464,0.3221357448394342
465,0.1240483627853447
466,0.001980889873842706
467,0.05627753716272543
468,0.05639281340088198
469,0.23545009001123152
470,0.3573838689294536
471,0.4862961444079358
472,0.9392786548177746
473,0.6958200234128202
474,0.054950281315899296
475,0.981482994597601
476,0.6992472877565713
477,0.011969471122476483
478,0.8131728206116028
479,0.706789047442744
480,0.767136084167212
481,0.25015116960780137
482,0.3798106409112356
483,0.796258491152499
484,0.9890771335549852
485,0.9545776543724683
486,0.20156972653955607
487,0.7505731208705414
488,0.6077520770907159
489,0.6354914935887498
490,0.42434153458469104
491,0.5683272173722326
492,0.04074178499513914
493,0.20011428259943143
494,0.4356536776871077
495,0.9560046128008618
496,0.5010687103033695
497,0.16450227498930692
498,0.8357459920745077
499,0.3951041191248651
500,0.04507247448162632
501,0.02017901891705709
502,0.9436101394956016
503,0.853370715318524
504,0.2726100208038754
505,0.8708244346295121
506,0.25139259417436643
507,0.4167135249646807
508,0.7805908991102793
509,0.9705580434140184
510,0.9932483932238506
511,0.2145976862703569
512,0.6524064808003707
513,0.5501295426133598
514,0.18755760929551735
515,0.3068155284821017
516,0.5854535588857762
517,0.2065658530672868
518,0.15765913227008876
519,0.3929520061145302
520,0.5198082494295713
521,0.5324848991797229
522,0.9988201885487221
523,0.8828438437492271
524,0.9139855901345871
525,0.8083238422903168
526,0.5805138522634151
527,0.531034627101337
528,0.19923048945401145
529,0.5875508270524181
530,0.5254909618142583
531,0.039115204292099914
532,0.6383352732707526
533,0.32775527905004764
534,0.5353812496780804
535,0.09794256921302669
536,0.735662300872955
537,0.963302520037646
538,0.08091488041884298
539,0.49978615529437787
540,0.8378637027870193
541,0.44524749340553005
542,0.5417923072730538
543,0.5137621620953582
544,0.20019632154052025
545,0.11957470187263253
546,0.9303865756936855
547,0.6670988087805393
548,0.0859985139408932
549,0.36327571583939966
550,0.08356897918310469
551,0.9173318569068664
552,0.6570466859847384
553,0.7112246928425805
554,0.583187904673249
555,0.1710519574115259
556,0.4052990321344079
557,0.20399342447683322
558,0.5039285674779717
559,0.7446879410658622
560,0.6160445500342212
561,0.664372151929471
562,0.4744916220142893
563,0.45473144073069627
564,0.5044750104366169
565,0.21583146695618938
566,0.2487459669131329
567,0.9886739163791087
568,0.8029582010837248
569,0.9511121857333352
570,0.04042566213382193
571,0.9039564260344938
572,0.6911331280499519
573,0.24029152976871038
574,0.7416906700954251
575,0.5702974754772472
576,0.07691833171678863
577,0.2209877358362139
578,0.14681827353686117
579,0.8567450728372282
580,0.08645745061190702
581,0.47641692202031427
582,0.8671209938932368
583,0.44739269930521963
584,0.6202801116152404
585,0.8543956959911748
586,0.30609017374030423
587,0.36956910299258117
588,0.10610786363927016
589,0.7027883148917579
590,0.5068581062811239
591,0.8178668227315794
592,0.8486515849234072
593,0.41734198786315013
594,0.25071982151030003
595,0.15678813886683973
596,0.5169716353202989
597,0.6172329020101461
598,0.36899898672387177
599,0.6540783872706075
600,0.6825542683496996
601,0.9498724786575085
602,0.5678545283813617
603,0.9801192587654886
604,0.39142875023895185
605,0.28211978008993066
606,0.5120332470694998
607,0.8160285797962983
608,0.4332017641009813
609,0.9789848455241302
610,0.21932604010567003
611,0.022222450681998462
612,0.01780637510322325
613,0.10485547836970865
614,0.38246688001332774
615,0.19735469817855145
616,0.010413313419611603
617,0.7901934451055792
618,0.07067154962496525
619,0.43152946209060483
620,0.9254538087501162
621,0.3007291578955317
622,0.8154128151108088
623,0.2265328044533932
624,0.8434889167941472
625,0.042069871883196996
626,0.9164728381480688
627,0.25275236993072725
628,0.2233079741031403
629,0.556160004750899
630,0.9778865306142649
631,0.04583805099285343
632,0.23404627146598433
633,0.4844711336874704
634,0.5838692491614526
635,0.5452540772933103
636,0.027174413165669042
637,0.940776689948222
638,0.2552267013179943
639,0.628002688094903
640,0.4051905444280828
641,0.25216050338050877
642,0.8931333589742996
643,0.10426584623846635
644,0.5240459751842025
645,0.10107582507640256
646,0.48120974091171265
647,0.23503876343302466
648,0.6277352456198476
649,0.37159992174986023
650,0.5231632843396288
651,0.38784892379719027
652,0.7908132323236912
653,0.638210591204015
654,0.6566365729426747
655,0.2567741400170023
656,0.9807547474616307
657,0.25102781483716363
658,0.02078387988403041
659,0.43004601528179376
660,0.9966747036959395
661,0.45343600646702387
662,0.06559391352300536
663,0.4309804140732537
664,0.0989392551957855
665,0.32897713287167996
666,0.4794548442830213
667,0.7156277430922765
668,0.5625542009147959
669,0.9479457862138255
670,0.8595722022252126
671,0.2609868991195303
672,0.33111728320605494
673,0.8026677302769352
674,0.3278912302141267
675,0.33779505902892804
676,0.7393778912269495
677,0.2148776872646626
678,0.27881456471381416
679,0.17678288906938666
680,0.1851839025158647
681,0.274261096187171
682,0.8071260523325766
683,0.9998962804618753
684,0.608632142289825
685,0.8486183877824517
686,0.1291878981970157
687,0.3929365094162609
688,0.3354622800166832
689,0.8870870086892637
690,0.9363646914040608
691,0.024173167299038623
692,0.16003972723022053
693,0.4405573262294339
694,0.7605559267939098
695,0.004476648280828499
696,0.5548167511338495
697,0.9575291261801868
698,0.6201583229627756
699,0.59461717287889
700,0.3590190806435336
701,0.5743362555945815
702,0.10148769798678037
703,0.901333442527596
704,0.4977849062805736
705,0.630506822444268
706,0.6189393875680765
707,0.5482975576486636
708,0.7713515258390214
709,0.9695892510806667
710,0.8964689909266438
711,0.19929528679539266
712,0.5382931852385406
713,0.4539748077675597
714,0.13513860778118392
715,0.5122052229042785
716,0.3558469902442919
717,0.6195571747783173
718,0.45876885843311166
719,0.40622321841442444
720,0.11766096710982554
721,0.09500388380761204
722,0.43702461264801706
723,0.19977222909209524
724,0.4535814334702605
725,0.41010167642168305
726,0.3736062317246157
727,0.7358386474252475
728,0.0063035246280468415
729,0.9414068444590974
730,0.0825602145229889
731,0.44373281014354815
732,0.03497904307622257
733,0.7435203053138384
734,0.9001716262495914
735,0.847087650420348
736,0.8645973222642542
737,0.9797315358862246
738,0.1425846112078485
739,0.25526605629994814
740,0.18029469063650638
741,0.33518760501889155
742,0.3622611959850862
743,0.4780646498589125
744,0.19015740911515744
745,0.21078673264118075
746,0.29391940430280583
747,0.1668963340516898
748,0.3674165231088954
749,0.6145722822407407
750,0.2516757014301815
751,0.84854626078751
752,0.08192321996767771
753,0.40491816069035935
754,0.8539100085952991
755,0.07346124492338857
756,0.09311727452629337
757,0.5656863739744108
758,0.9009841444185753
759,0.49349257153040393
760,0.6867285423595352
761,0.9906399693103275
762,0.8387588961207165
763,0.7519783680299953
764,0.056160532437002586
765,0.7915296734173922
766,0.5029359358014034
767,0.598410993377868
768,0.4162840690597398
769,0.4056960302416218
770,0.11340675336261719
771,0.32497157591413306
772,0.7230484254593109
773,0.7279578088408392
774,0.6386613446907216
775,0.8688906358044756
776,0.4309612775652055
777,0.7472895127297599
778,0.5992671284902501
779,0.5607852115292384
780,0.43015752247499384
781,0.04547559460996653
782,0.9766632545116956
783,0.9373520512078515
784,0.04538545356722945
785,0.5669442804314649
786,0.3524604843840494
787,0.9798733921720286
788,0.7585990940741018
789,0.08000011454156442
790,0.3268558230955366
791,0.6557073958657497
792,0.8649846806118118
793,0.5872725778596202
794,0.9968985837614449
795,0.5995841377564837
796,0.10701857060706699
797,0.21009436047001373
798,0.9861704773098116
799,0.51563496469204
800,0.9318348368715013
801,0.22002797592378842
802,0.8911360551368245
803,0.24851141597937476
804,0.7211273170571932
805,0.28010307803219214
806,0.4913580468350931
807,0.16705175573409314
808,0.564485690866142
809,0.8075356190381846
810,0.10142270805563902
811,0.38821367165320464
812,0.022029818315241978
813,0.273672814371006
814,0.3515912082963226
815,0.6656756014487003
816,0.738383022947698
817,0.11268299705691498
818,0.12059459583870868
819,0.7464052099104646
820,0.5213391087606413
821,0.5474134706660017
822,0.14782106036388887
823,0.15376889938096594
824,0.33958333837643095
825,0.32220418319054833
826,0.6368141027998877
827,0.7358048646594842
828,0.8550036359752821
829,0.2931963663493843
830,0.06311222280177509
831,0.7451437584525266
832,0.4956398282629826
833,0.5129781655721042
834,0.47753769860965567
835,0.11966831518110688
836,0.7134265683344481
837,0.861781920107864
838,0.20268569316057172
839,0.9123180074321964
840,0.40782895916878426
841,0.455636803645061
842,0.8680302202616003
843,0.6181644964430829
844,0.5839529997286718
845,0.4656775512101784
846,0.8669355653619846
847,0.3242389298423567
848,0.40876872624373684
849,0.3604361347229028
850,0.8332399222844094
851,0.5813283406277809
852,0.60501301304222
853,0.6388665028799205
854,0.5061813759282345
855,0.8289715512248431
856,0.6018228508969256
857,0.6071087811525756
858,0.9680497987937525
859,0.3067630015099835
860,0.26154304009098495
861,0.46000286093326825
862,0.23097211592922517
863,0.9361315679541476
864,0.7722583607090568
865,0.5771688774813117
866,0.7346219918716773
867,0.7157499818172298
868,0.6830851006750289
869,0.4235436600363437
870,0.9876905971124632
871,0.02109234031080731
872,0.5419882534162221
873,0.20914092781318205
874,0.7445248409599274
875,0.070160083471558
876,0.892061968136413
877,0.665945881179141
878,0.2982000384704868
879,0.7995664334812038
880,0.7244432534865284
881,0.4360868019306011
882,0.10987767771835211
883,0.6634179901754723
884,0.5906587415069249
885,0.7439407397846894
886,0.5874086350262646
887,0.8053394015127731
888,0.17547434265610662
889,0.5500331647011301
890,0.01900615530030214
891,0.9179744920788205
892,0.7522090077553473
893,0.8724550844656705
894,0.5033288210955995
895,0.6996135749331127
896,0.4423962649087858
897,0.8263935797675814
898,0.07639773266068295
899,0.533830663359267
900,0.37851146928399393
901,0.6720369797610186
902,0.3499920604371217
903,0.6293903531672259
904,0.6655945040146226
905,0.03789172980919975
906,0.7005324560234495
907,0.8282583936085035
908,0.4271060900593099
909,0.8480093708253783
910,0.419878043116094
911,0.004667285747238514
912,0.2579821929816418
913,0.21786051550872432
914,0.9194166206280813
915,0.06802746783061497
916,0.22797871245846313
917,0.7836065560633482
918,0.95865336287944
919,0.5258512967115699
920,0.237222981858897
921,0.6106010670333855
922,0.19574561766900778
923,0.4375321303609033
924,0.49416444528791403
925,0.6394989906791979
926,0.268237883816107
927,0.12006874118139998
928,0.5427985920000251
929,0.1732404761678582
930,0.021156094002431014
931,0.6856208733111845
932,0.7134107977638523
933,0.34865045829624597
934,0.9976703613683678
935,0.06843548311165193
936,0.61517746787463
937,0.9797685033056757
938,0.5706094743131164
939,0.8577273693498164
940,0.8377143722924079
941,0.42229609421947323
942,0.867852426782984
943,0.18005114060487937
944,0.735659037308918
945,0.1283685244845708
946,0.14213717598646192
947,0.7856052358230021
948,0.5363931992721507
949,0.5400582188938448
950,0.3435314477015019
951,0.37280614169506765
952,0.49987265340096565
953,0.8542920779503053
954,0.3251847571265042
955,0.1555031234912091
956,0.137908822591171
957,0.7160736541639019
958,0.6955531857330527
959,0.33465698800493127
960,0.4393034237764718
961,0.31460817494532023
962,0.4443148804143612
963,0.005818130659319909
964,0.5469988698931812
965,0.05681080089005386
966,0.8421873987209971
967,0.3623198020959887
968,0.4336366258325356
969,0.8794651007268335
970,0.8725154948179614
971,0.83426149632038
972,0.34307712836382553
973,0.09464425691083789
974,0.4781586658061847
975,0.3305845486427895
976,0.005550710349763732
977,0.7847110014678409
978,0.8943763914417208
979,0.3321728823619332
980,0.9696310798451204
981,0.7653598143842336
982,0.858131795925968
983,0.8444069113749303
984,0.10088198542548399
985,0.5546037282958388
986,0.6203976896680605
987,0.06663935867147763
988,0.43624857488967095
989,0.7499401031610169
990,0.5219215814669265
991,0.4915404844812682
992,0.7705781966014106
993,0.9357108228412738
994,0.7921449019802621
995,0.16157492154927322
996,0.2890331931484734
997,0.17559720556871228
998,0.5121263088814288
999,0.10393974768180336
